Date,Time,Open,High,Low,Close,Up,Down
7/2/2020,11:25,1198.5,1199.8,1194.18,1197.98,70206,55744
7/2/2020,11:30,1197.68,1199.58,1193.38,1195.5,39425,44577
7/2/2020,11:35,1195.78,1197.31,1190.84,1193.03,38261,42780
7/2/2020,11:40,1193.85,1197.7,1192.35,1196.69,33221,39657
7/2/2020,11:45,1196.42,1203.53,1195.13,1203.46,66727,51470
7/2/2020,11:50,1203.46,1206.98,1201.51,1203.21,73216,69657
7/2/2020,11:55,1203.55,1206.32,1201.66,1203.15,36683,33131
7/2/2020,12:00,1203.36,1203.68,1200.21,1202.15,25283,25703
7/2/2020,12:05,1202.15,1204.35,1199.87,1202.81,35552,35489
7/2/2020,12:10,1202.5,1208,1201.71,1206.84,53375,40898
7/2/2020,12:15,1207,1210,1207,1208.39,61584,59432
7/2/2020,12:20,1207.9,1209.5,1205,1208.75,36249,37279
7/2/2020,12:25,1209,1209.02,1206.18,1207.04,25945,24023
7/2/2020,12:30,1206.78,1209.3,1206,1208.58,30333,27192
7/2/2020,12:35,1208.72,1211.99,1207.85,1210.96,64262,54024
7/2/2020,12:40,1211,1212,1208.7,1211.05,37938,40874
7/2/2020,12:45,1211.41,1214,1210.08,1213.83,57822,37434
7/2/2020,12:50,1213.93,1215.37,1211.4,1213.08,52277,55617
7/2/2020,12:55,1213.08,1213.19,1203,1204.56,38695,46386
7/2/2020,13:00,1204.86,1207.5,1203.4,1205.2,44020,41574
7/2/2020,13:05,1206,1208.5,1203.32,1205.86,38308,34316
7/2/2020,13:10,1205.77,1206.51,1201,1201.88,19684,36710
7/2/2020,13:15,1201.54,1203.35,1198.37,1200.31,32888,48517
7/2/2020,13:20,1200.8,1204.19,1199.77,1203.37,27151,24113
7/2/2020,13:25,1203.18,1206.35,1202.43,1203.73,35373,33250
7/2/2020,13:30,1203.55,1203.55,1199.56,1201.56,19594,21747
7/2/2020,13:35,1202.06,1202.8,1201.13,1201.62,15201,14551
7/2/2020,13:40,1201.65,1201.9,1199.11,1201.56,25345,23737
7/2/2020,13:45,1201.34,1202.49,1200,1200.92,28858,22954
7/2/2020,13:50,1201.13,1203.41,1200,1202.94,27083,22793
7/2/2020,13:55,1203.09,1203.21,1200.7,1202.41,15712,17218
7/2/2020,14:00,1201.89,1203,1198.85,1199.49,17947,26845
7/2/2020,14:05,1199.25,1203,1199.25,1202.37,27033,17472
7/2/2020,14:10,1202.33,1203.03,1200.72,1202,20426,20328
7/2/2020,14:15,1201.64,1206.97,1201.64,1205.43,55544,45485
7/2/2020,14:20,1205.61,1206.03,1204.5,1204.76,18677,23585
7/2/2020,14:25,1204.58,1208.1,1204.2,1207.14,30727,23746
7/2/2020,14:30,1207.07,1208.5,1206.44,1207.75,22660,22470
7/2/2020,14:35,1207.54,1207.94,1205.1,1206.73,14751,18926
7/2/2020,14:40,1206.77,1207.1,1204.85,1207,17424,19157
7/2/2020,14:45,1207,1211.08,1206.76,1210.56,64697,60496
7/2/2020,14:50,1211.03,1212,1209.37,1211.94,34190,32465
7/2/2020,14:55,1211.86,1214.95,1211.29,1213.26,59228,57251
7/2/2020,15:00,1213.28,1214.16,1210.61,1211.83,35384,41303
7/2/2020,15:05,1212,1212.43,1205.28,1207.19,56465,71410
7/2/2020,15:10,1207.42,1208.99,1206.01,1207.53,32213,29841
7/2/2020,15:15,1207.55,1210.72,1206.73,1210.23,38856,32667
7/2/2020,15:20,1210.13,1210.79,1207.29,1208.68,24945,30993
7/2/2020,15:25,1208.82,1214.4,1208.74,1213.85,62162,47567
7/2/2020,15:30,1213.81,1214.05,1209.21,1211.12,35329,42681
7/2/2020,15:35,1210.93,1214,1210.69,1211.62,41851,46741
7/2/2020,15:40,1211.77,1212.8,1208.56,1208.73,36217,40371
7/2/2020,15:45,1209.2,1210.92,1208.73,1209.6,39474,37679
7/2/2020,15:50,1209.88,1212.66,1209.59,1211.96,41156,35732
7/2/2020,15:55,1211.55,1212.79,1207.26,1207.31,43191,52769
7/2/2020,16:00,1207.49,1208.8,1206.4,1208.8,91118,88419
7/6/2020,09:35,1275.36,1284.27,1266.04,1281.71,331257,193819
7/6/2020,09:40,1281.41,1282.45,1272.13,1274.99,113402,118329
7/6/2020,09:45,1275.18,1294,1270,1292.54,194648,155733
7/6/2020,09:50,1292.94,1298,1288.35,1293,161243,154134
7/6/2020,09:55,1293.48,1297.94,1286.67,1297.65,107624,109420
7/6/2020,10:00,1297.5,1304,1294.3,1302.9,148650,120528
7/6/2020,10:05,1303.9,1308.44,1300,1306.92,133364,129296
7/6/2020,10:10,1306.66,1309.75,1298.08,1301.71,104640,114563
7/6/2020,10:15,1301.7,1305.95,1297,1299.72,70988,91410
7/6/2020,10:20,1300.29,1302.39,1294,1294.8,53424,64902
7/6/2020,10:25,1294.95,1299.88,1291.56,1296.14,68157,73604
7/6/2020,10:30,1295.95,1303,1294,1302.7,70254,55534
7/6/2020,10:35,1302.31,1304.4,1298,1301.3,54676,52850
7/6/2020,10:40,1301.01,1301.87,1298,1299.01,36532,37782
7/6/2020,10:45,1299.53,1303,1297.49,1300.16,44571,38185
7/6/2020,10:50,1300.64,1302.48,1299.5,1301.94,36270,38489
7/6/2020,10:55,1301.82,1303.19,1298.7,1301.6,35056,31907
7/6/2020,11:00,1301.46,1307.89,1300.91,1307.11,76673,61427
7/6/2020,11:05,1307.63,1316.9,1306.2,1316.13,128048,106420
7/6/2020,11:10,1315.85,1318,1312.33,1317.39,75652,82288
7/6/2020,11:15,1316.85,1319,1312,1313.5,77088,77787
7/6/2020,11:20,1313.53,1316,1312,1315.77,54278,50660
7/6/2020,11:25,1315.69,1320.94,1314.14,1320,52907,43603
7/6/2020,11:30,1320.57,1326,1320,1322.6,101759,96011
7/6/2020,11:35,1322.74,1328.2,1321.78,1327,98960,71977
7/6/2020,11:40,1327.43,1338.42,1327.4,1335.44,144729,138202
7/6/2020,11:45,1335.24,1342,1334.04,1339.11,120342,116780
7/6/2020,11:50,1339.12,1341.34,1331.51,1331.51,76185,100721
7/6/2020,11:55,1331.92,1333,1326.77,1331.02,83033,100823
7/6/2020,12:00,1331.06,1331.42,1326,1326.57,51367,59206
7/6/2020,12:05,1326.25,1330.99,1323.26,1327.01,72591,120431
7/6/2020,12:10,1327,1327.67,1319.11,1321.2,47156,60898
7/6/2020,12:15,1321.21,1328.88,1318,1328.47,73468,60750
7/6/2020,12:20,1328.42,1330.5,1326,1327.36,53196,54089
7/6/2020,12:25,1327.44,1329.6,1320.05,1322.14,51926,60679
7/6/2020,12:30,1322.41,1333,1322.41,1331.38,65340,38431
7/6/2020,12:35,1331.35,1332.98,1326.59,1327.75,40531,44821
7/6/2020,12:40,1326.76,1331.05,1326.76,1329.61,30755,26379
7/6/2020,12:45,1329.92,1332.92,1328,1331.04,24452,27875
7/6/2020,12:50,1330.84,1330.84,1325.5,1327.74,30815,32627
7/6/2020,12:55,1327.98,1329,1324.56,1327.76,18691,23829
7/6/2020,13:00,1327.5,1327.62,1322.63,1322.63,25528,28290
7/6/2020,13:05,1322.63,1327.13,1321,1326.74,34585,30786
7/6/2020,13:10,1326.6,1327.24,1322.78,1323.96,14620,19937
7/6/2020,13:15,1324.17,1327.64,1323.33,1326.37,34495,29050
7/6/2020,13:20,1326.21,1328,1324.49,1327.05,33939,32547
7/6/2020,13:25,1327.14,1327.45,1324.45,1327.45,26722,24573
7/6/2020,13:30,1327.19,1332.64,1326.75,1332.64,69171,51574
7/6/2020,13:35,1332.32,1334.95,1328.79,1329.41,54757,54371
7/6/2020,13:40,1329.34,1330,1325.58,1327.59,19348,25389
7/6/2020,13:45,1327.43,1331.25,1327,1329.76,42302,29487
7/6/2020,13:50,1330,1330.43,1326.42,1327.23,23803,20316
7/6/2020,13:55,1327.47,1328.15,1324.59,1325.42,26000,37152
7/6/2020,14:00,1325.76,1327.03,1324.57,1325.96,25882,23710
7/6/2020,14:05,1325.93,1326,1322,1323.83,31623,30100
7/6/2020,14:10,1323.83,1324.11,1317,1320.94,37408,54026
7/6/2020,14:15,1320.55,1322.4,1314.03,1315.66,32454,43804
7/6/2020,14:20,1315.4,1315.63,1307.99,1314.5,79443,94923
7/6/2020,14:25,1314.95,1318.62,1308.65,1318.15,57970,59469
7/6/2020,14:30,1318.44,1322,1316.26,1321.33,59250,55434
7/6/2020,14:35,1321.63,1328,1320.7,1324.78,75912,67628
7/6/2020,14:40,1324.83,1328,1324.57,1325.61,37479,38023
7/6/2020,14:45,1326,1327.27,1322.12,1324.18,25704,26475
7/6/2020,14:50,1325,1327.5,1323.8,1325.42,24476,23968
7/6/2020,14:55,1325.75,1326.02,1322.6,1324.5,22336,28594
7/6/2020,15:00,1324.65,1330,1321.54,1328.92,64510,42222
