Date,Open,High,Low,Close,Volume,Relative Strength Index - RSI - RSI(14),"MACD - MACD(12,26,9)",MACD - Histogram,"MACD - Signal Line(MACD(12,26,9),9,Modern)","Exponential Moving Average - EMA - EMA(10,Modern)","Exponential Moving Average - EMA - EMA(60,Modern)","Slow %K - SS %K(14,3)",Slow %D - SS %D(3),"BOLLINGER BAND ? - BB - BBUpper(20,2)","BOLLINGER BAND ? - BB - BBLower(20,2)","Historical Volatility - HV - HV(Close,20,251)",Volatility (HVs & IVs) - VOL - hv360,Volatility (HVs & IVs) - VOL - iv360
05-09-16,205.57,206.4,205.36,205.8892,74374922,48.72948086,0.325182608,-0.628856845,0.954039452,206.4598121,203.7645838,21.37609329,16.08635264,210.8520329,204.4745571,8.74778788,0,0
05-10-16,206.72,208.5,206.64,208.45,77472207,57.79560104,0.449572962,-0.403573193,0.853146154,206.8216645,203.918204,41.16968215,25.80534498,210.8914084,204.6881816,9.215364911,0,0
05-11-16,207.91,208.54,206.5,206.5,81726989,50.47607489,0.386350897,-0.373436205,0.759787103,206.76318,204.0028531,47.56566701,36.70381415,210.8645632,204.5649468,9.158455173,0,0
05-12-16,207.29,207.4899,205.37,206.56,89586308,50.68303462,0.337201407,-0.338068557,0.675269964,206.7262382,204.086694,54.14152496,47.62562471,210.8280868,204.4564232,9.160313983,0,0
05/13/2016,206.21,206.86,204.38,204.76,96474630,44.65413063,0.151261476,-0.41920679,0.570468266,206.3687404,204.1087696,34.7386172,45.48193639,210.9141199,204.0683901,9.632066637,0,0
05/16/2016,204.96,207.34,204.89,206.78,77486827,51.61060932,0.164997867,-0.324376319,0.489374186,206.4435148,204.1963509,36.31253513,41.73089243,210.706804,204.029786,9.976499476,0,0
05/17/2016,206.46,206.8,204.23,204.8508,114924940,45.70242474,0.019983383,-0.375512643,0.395496026,206.1539303,204.2178083,26.78015784,32.61043672,210.4137659,203.8179041,10.33592399,0,0
05/18/2016,204.44,206.3,203.63,204.91,123493379,45.90706203,-0.089137177,-0.387706562,0.298569385,205.9277612,204.2405031,30.8062201,31.29963769,209.9866833,203.7259867,10.32018505,0,0
05/19/2016,204.06,204.54,202.78,204.2,115430507,43.77616073,-0.230252862,-0.423057798,0.192804936,205.6136228,204.2391751,22.18006042,26.58881278,209.7941944,203.4414756,10.24042764,0,0
05/20/2016,204.92,206.1,204.86,205.49,104990408,48.45745299,-0.235283637,-0.342470858,0.107187221,205.5911459,204.2801857,32.92757152,28.63795068,209.4631099,203.4245601,10.57186996,0,0
05/23/2016,205.51,205.84,204.985,205.21,58682576,47.5323553,-0.258880014,-0.292853788,0.033973774,205.5218467,204.3106715,37.96296296,31.02353163,209.1663143,203.3813557,10.56865481,0,0
05/24/2016,206.17,208.24,206.14,207.87,93537808,56.10558678,-0.062223272,-0.076957637,0.014734365,205.9487836,204.4273708,59.20138889,43.36397446,208.9536608,203.4890892,11.61615794,0,0
05/25/2016,208.67,209.77,207.8691,209.28,79221525,59.85060667,0.205040252,0.152244709,0.052795542,206.5544593,204.5864734,75.74284171,57.63573119,208.9342541,203.5014959,11.8565797,0,0
05/26/2016,209.44,209.71,208.97,209.34,55280699,60.00697398,0.416884435,0.291271114,0.125613321,207.0609213,204.7423267,91.94528875,75.62983978,209.3108391,203.3141609,11.35937396,0,0
05/27/2016,209.53,210.25,209.47,210.24,64211214,62.37414328,0.649903274,0.419431962,0.230471311,207.6389356,204.9225783,95.66433566,87.78415538,209.9608143,203.0551057,11.21765525,0,0
05/31/2016,210.56,210.69,209.18,209.84,109879380,60.65576296,0.793152754,0.450145154,0.3430076,208.0391291,205.0838052,94.23334823,93.94765755,210.3001381,202.9027819,10.94716315,0,0
06-01-16,209.12,210.48,208.89,210.27,69936215,61.87181993,0.93064847,0.470112696,0.460535774,208.444742,205.2538444,94.504079,94.80058763,210.8274168,202.7865832,10.40410079,0,0
06-02-16,209.8,210.93,209.2399,210.91,63044749,63.67158351,1.078821483,0.494628568,0.584192916,208.8929707,205.4392921,94.61827284,94.45190003,211.4074305,202.7965695,10.12891999,0,0
06-03-16,210.25,210.69,208.86,210.28,101757126,60.63731103,1.132360779,0.438534291,0.693826488,209.1451579,205.5980038,95.49772821,94.87336002,211.7681389,202.9668611,10.23565924,0,0
06-06-16,210.7,211.77,210.51,211.35,64887045,63.7932352,1.24675925,0.442346209,0.804413041,209.5460383,205.7865939,95.68999605,95.2686657,212.3049493,202.9930507,10.29152081,0,0
06-07-16,211.525,212.34,211.5,211.68,60974761,64.73238051,1.348504386,0.435273076,0.91323131,209.9340313,205.9798203,93.52059925,94.9027745,212.8347572,203.0423228,10.28984128,0,0
06-08-16,211.84,212.52,211.6899,212.37,66170920,66.67857599,1.467894399,0.443730471,1.024163928,210.3769347,206.1893344,95.65217391,94.9542564,213.3970991,202.8719809,9.480717394,0,0
06-09-16,211.51,212.22,211.19,212.08,73786869,65.05371575,1.521571539,0.397926089,1.12364545,210.6865829,206.382471,95.36350148,94.84542488,213.8873093,202.9397707,8.721109864,0,0
06-10-16,210.46,210.86,209.43,210.07,113829158,55.04203642,1.385944551,0.209839281,1.17610527,210.5744769,206.5033736,87.80830158,92.94132566,214.0388657,203.1392143,9.531357092,0,0
06/13/2016,209.36,210.37,208.35,208.4492,117751153,48.55314847,1.134595263,-0.033208005,1.167803269,210.188063,206.5671712,67.73673233,83.63617847,213.9345173,203.6124827,9.403265257,0,0
06/14/2016,208,208.74,206.9199,208.04,125059286,47.04521521,0.892096588,-0.220565344,1.112661933,209.7975061,206.6154606,43.62929219,66.39144203,213.9289473,203.7440527,8.835316302,0,0
06/15/2016,208.54,209.36,207.53,207.75,109124496,45.95590125,0.668804502,-0.355085944,1.023890447,209.4252322,206.6526586,24.22839331,45.19813927,213.7676799,204.1952401,8.102588888,0,0
06/16/2016,206.73,208.57,205.59,208.37,149533065,48.69121838,0.535697546,-0.39055432,0.926251866,209.2333718,206.7089649,26.09016999,31.31595183,213.5757273,204.7331927,8.140428453,0,0
06/17/2016,207.17,207.2,205.75,206.52,117055748,41.87991911,0.277728307,-0.518818848,0.796547155,208.7400315,206.7027693,23.33030149,24.5496216,213.2670237,205.2738963,8.728722864,0,0
06/20/2016,208.82,209.61,207.75,207.85,82789603,47.55943453,0.178547526,-0.494399703,0.672947229,208.5782076,206.7403835,28.71572872,26.04540007,213.0575187,205.7194013,8.739402813,0,0
06/21/2016,208.3,208.92,207.78,208.44,72461663,49.89838925,0.145872583,-0.421659717,0.5675323,208.5530789,206.7961086,29.05242905,27.03281975,212.7194508,206.3804692,8.743184266,0,0
06/22/2016,208.65,209.5,207.93,208.1,95560471,48.55440351,0.091487684,-0.380835692,0.472323376,208.4707009,206.8388591,36.65223665,31.47346481,212.708072,206.414848,7.515720031,0,0
06/23/2016,209.81,210.87,209.27,210.81,102731356,58.21499378,0.264018174,-0.166644162,0.430662336,208.896028,206.9690605,50.88985089,38.86483886,212.8275813,206.4483387,8.498326594,0,0
06/24/2016,203.63,206.905,202.72,203.13,333444400,37.0064921,-0.216466692,-0.517703222,0.30123653,207.8476593,206.8431896,34.40405748,40.64871501,213.5984079,205.0565121,15.76423263,0,0
06/27/2016,201.59,201.6,198.65,199.6,248988660,31.3526072,-0.872043533,-0.938624051,0.066580518,206.3480849,206.605708,21.50326797,35.59905878,214.7843706,202.8065494,16.57871468,0,0
06/28/2016,201.48,203.23,201.12,203.1997,159382399,41.21557478,-1.088578739,-0.924127405,-0.164451334,205.7756513,206.4940356,15.86922664,23.92551736,214.9031971,202.0236929,18.09874838,0,0
06/29/2016,204.84,206.93,204.72,206.66,137328614,48.82685626,-0.969788046,-0.64426937,-0.325518676,205.936442,206.4994771,34.06379223,23.81209562,214.712396,201.853494,19.22308171,0,0
06/30/2016,207.21,209.54,206.56,209.475,165021948,54.04027123,-0.641108294,-0.252471694,-0.3886366,206.5798161,206.5970352,61.52249408,37.15183765,214.5532108,201.8691792,19.85349281,0,0
07-01-16,209.36,210.49,209.29,209.9208,106055333,54.82518674,-0.340727198,0.038327522,-0.379054719,207.1872678,206.7060111,82.12165848,59.2359816,214.5137122,201.8727578,19.84602098,0,0
07-05-16,208.95,209.08,207.71,208.41,109803713,51.60843365,-0.22202261,0.125625688,-0.347648297,207.4095827,206.7618796,86.89525368,76.84646875,214.2007749,201.8916951,19.90167613,0,0
07-06-16,207.83,209.8,207.06,209.66,96021491,54.01259826,-0.026775168,0.256698504,-0.283473671,207.8187495,206.8568999,87.39989089,85.47226769,213.9216516,201.9688184,20.02917775,0,0
07-07-16,209.87,210.6495,208.63,209.526,85593827,53.70457376,0.115812146,0.319428654,-0.203616508,208.1291587,206.9444114,86.32296781,86.87270413,213.4793653,202.1267047,19.98072876,0,0
07-08-16,211.05,212.94,210.7785,212.65,133970972,59.50292782,0.475414034,0.543224434,-0.067810399,208.9511298,207.1314799,92.65685515,88.79323795,213.5984757,202.0645943,20.71403861,0,0
07-11-16,213.19,214.07,212.95,213.4,73633937,60.77316504,0.811564641,0.703500033,0.108064609,209.7600153,207.3370051,94.50512759,91.16165019,214.1904603,201.8056097,20.42407793,0,0
07-12-16,214.53,215.3,213.4308,214.95,101275629,63.33288837,1.189328625,0.865011213,0.324317412,210.7036489,207.5866115,97.17428818,94.77875697,215.2186374,201.4275126,20.28647786,0,0
07/13/2016,215.44,215.45,214.35,214.92,87324129,63.2468637,1.469350794,0.916026705,0.553324088,211.4702582,207.8270505,96.82832003,96.16924527,216.1345575,201.1995925,20.25514983,0,0
07/14/2016,216.4,216.67,215.66,216.12,91230870,65.27845973,1.767723139,0.97151924,0.796203899,212.3156658,208.0989505,97.22168253,97.07476358,217.2098435,200.9613065,20.26811803,0,0
07/15/2016,216.78,217.0125,215.308,215.83,107155401,64.35267295,1.95821175,0.929606281,1.028605469,212.9546356,208.3524275,95.74578104,96.59859453,218.0865682,200.8305818,20.29763114,0,0
07/18/2016,215.97,216.6,215.67,216.4092,58725918,65.40787012,2.131343148,0.882190144,1.249153005,213.5827383,208.616584,95.53170732,96.1663903,218.975202,200.930868,19.90371855,0,0
07/19/2016,215.92,216.23,215.63,216.19,54345728,64.62817428,2.225212556,0.780847641,1.444364915,214.0567858,208.8648927,94.39647672,95.22465502,219.7294867,201.0105833,19.87656042,0,0
07/20/2016,216.75,217.37,216.24,217.085,58159457,66.38987644,2.344794427,0.72034361,1.624450817,214.6073702,209.1344044,95.61277087,95.1803183,220.5554957,201.0490743,19.88934195,0,0
07/21/2016,216.96,217.22,215.75,216.265,67777310,63.2801785,2.346349518,0.577518961,1.768830558,214.9087575,209.3681944,93.37822671,94.46249143,221.1587122,201.2623578,19.95621689,0,0
07/22/2016,216.41,217.3,216.1,217.24,62787477,65.35793913,2.398606646,0.503820871,1.894785775,215.3326197,209.6262864,95.16385619,94.71828459,221.8175386,201.2465314,19.56090833,0,0
07/25/2016,217,217.06,215.97,216.65,55873147,63.03360182,2.365148765,0.376290392,1.988858373,215.5721434,209.8565721,93.67927578,94.07378623,221.9591147,202.4569553,13.42398668,0,0
07/26/2016,216.53,217.17,215.76,216.75,70080493,63.27201517,2.319959271,0.264880718,2.055078553,215.7862992,210.0825861,94.99318801,94.61210666,221.0952119,205.0358581,11.05339921,0,0
07/27/2016,217.19,217.27,215.62,216.52,84083893,62.27714896,2.239768536,0.147751986,2.092016549,215.9196993,210.2936489,91.45915801,93.37720727,220.4858917,206.9772083,9.918335719,0,0
07/28/2016,216.29,217.11,215.75,216.77,65035718,62.95891223,2.171359629,0.063474464,2.107885165,216.0742994,210.5059883,89.51978331,91.99070977,220.2739435,208.2001565,8.511368668,0,0
07/29/2016,216.46,217.54,216.13,217.12,79519436,63.9414518,2.120938296,0.010442505,2.110495791,216.2644268,210.7228411,87.63284769,89.537263,220.3626856,208.8759144,7.428764117,0,0
08-01-16,217.19,217.65,216.405,216.94,73311422,63.01567971,2.042905191,-0.05407248,2.096977671,216.3872583,210.9266824,85.3751733,87.5092681,220.3698652,209.5706548,7.484792705,0,0
08-02-16,216.65,216.83,214.57,215.5492,92295506,56.24012673,1.847540164,-0.199550006,2.04709017,216.2348841,211.0782403,69.19879495,80.73560531,219.8111565,210.8432835,7.365226619,0,0
08-03-16,215.48,216.245,215.13,216.18,53993626,58.42363252,1.723742035,-0.258678508,1.982420543,216.2249051,211.2455112,54.74841438,69.77412754,219.3141697,211.9922703,7.207598541,0,0
08-04-16,216.31,216.78,214.25,216.4097,46585528,59.22155905,1.625429062,-0.285593184,1.911022247,216.2585042,211.4148288,49.67468619,57.87396517,218.3499753,213.6448347,7.164988619,0,0
08-05-16,217.21,218.23,217.07,218.18,71892161,64.82462413,1.671100334,-0.191937531,1.863037864,216.6078671,211.6366377,73.61089866,59.34466641,218.2589738,214.2888362,5.806770395,0,0
08-08-16,218.4,218.52,217.74,218.05,39906479,64.12780099,1.67746842,-0.148455556,1.825923975,216.8700731,211.8469119,84.89012876,69.39190454,218.1505795,214.8622305,5.780333763,0,0
08-09-16,218.13,218.76,217.8,218.18,51251728,64.53831372,1.673711582,-0.121769914,1.795481497,217.1082416,212.0545541,91.37931034,83.29344592,218.3033516,215.0324584,5.304708026,0,0
08-10-16,218.31,218.4038,217.23,217.64,57941092,61.3953512,1.608617632,-0.149491092,1.758108724,217.2049249,212.2376835,83.67193378,86.64712429,218.2799338,215.3278762,5.419709185,0,0
08-11-16,218.26,218.94,217.95,218.65,72504270,64.84388698,1.619856073,-0.11060212,1.730458194,217.4676659,212.4479234,85.48504741,86.84543051,218.5744001,215.2864099,5.315978039,0,0
08-12-16,218.29,218.71,217.99,218.46,61313544,63.69125192,1.595044527,-0.108330933,1.70337546,217.6480903,212.6450406,86.39308855,85.18335658,218.7528529,215.3709571,5.295943227,0,0
08/15/2016,218.89,219.5,218.88,219.09,49813482,65.85835168,1.607684546,-0.076552732,1.684237277,217.9102557,212.8563508,91.93438141,87.93750579,219.073408,215.318482,5.306736797,0,0
08/16/2016,218.6,218.68,217.96,217.96,53213621,59.050448,1.509124053,-0.14009058,1.649214633,217.9193001,213.0236835,84.00263331,87.44336776,219.1304973,215.4383927,5.667474468,0,0
08/17/2016,218,218.53,217.02,218.37,75134339,60.6402568,1.447412851,-0.161441425,1.608854276,218.0012455,213.1989726,80.44444444,85.46048639,219.2510954,215.4462946,5.526405834,0,0
08/18/2016,218.34,218.9,218.21,218.86,52989266,62.51339065,1.421657205,-0.149757657,1.571414862,218.1573827,213.3845801,78.98412698,81.14373491,219.4210506,215.5358394,5.348189051,0,0
08/19/2016,218.31,218.75,217.74,218.54,75443004,60.48883212,1.359749993,-0.169331895,1.529081888,218.2269495,213.5536102,82.66666667,80.6984127,219.5361379,215.5507521,5.188211862,0,0
08/22/2016,218.26,218.8,217.83,218.53,61368766,60.42297631,1.294953744,-0.187302516,1.482256259,218.2820496,213.7167705,83.68253968,81.77777778,219.630054,215.644836,5.067818041,0,0
08/23/2016,219.25,219.6,218.9,218.97,53399159,62.36454785,1.264529859,-0.17418112,1.438710979,218.4071315,213.8890076,83.84858044,83.39926226,219.7779364,215.7189536,5.098660881,0,0
08/24/2016,218.8,218.91,217.36,217.85,71728949,54.97188462,1.136938157,-0.241418258,1.378356415,218.3058348,214.0188762,74.58270106,80.70460706,219.7646613,215.8652287,5.455224567,0,0
08/25/2016,217.4,218.19,217.22,217.7,69224776,54.04782648,1.012050775,-0.293044512,1.305095287,218.1956831,214.1395688,59.27687916,72.56938689,219.7527422,215.9701478,5.456453128,0,0
08/26/2016,217.92,219.12,216.25,217.29,122506348,51.49959002,0.869964641,-0.348104516,1.218069158,218.0310134,214.2428616,29.96474736,54.60810919,219.7493273,215.9905627,5.478640649,0,0
08/29/2016,217.44,218.665,217.4,218.3608,70502167,57.17812563,0.834149412,-0.307135796,1.141285209,218.0909746,214.377876,41.28017241,43.50726631,219.7813978,216.1005722,5.730587626,0,0
08/30/2016,218.26,218.59,217.35,218,58114543,54.8479215,0.767801305,-0.298787123,1.066588428,218.0744338,214.4966341,48.7641791,40.00303296,219.5412342,216.5858158,5.212813412,0,0
08/31/2016,217.61,217.75,216.465,217.38,85269453,51.00150022,0.657610608,-0.327182256,0.984792864,217.9481731,214.5911707,49.65970149,46.56801767,219.3697723,216.8772777,5.268664598,0,0
09-01-16,217.37,217.73,216.03,217.39,97844207,51.0611136,0.564582448,-0.336168333,0.900750781,217.8466871,214.6829356,41.28529698,46.56972586,219.203896,217.141184,5.260950186,0,0
09-02-16,218.39,218.87,217.7,218.37,79293856,56.62991807,0.563439788,-0.269848794,0.833288582,217.9418349,214.803823,46.04385129,45.66294992,219.2169898,217.1470902,4.659587843,0,0
09-06-16,218.7,219.12,217.86,219.0308,56702089,59.94006146,0.608836965,-0.179561294,0.788398259,218.1398285,214.9424124,62.56582633,49.96499153,219.3274801,217.1346799,4.768944659,0,0
09-07-16,218.84,219.22,218.3,219.01,76554855,59.78538309,0.635806982,-0.122073021,0.757880003,218.2980415,215.0757759,77.69187675,62.10051812,219.4197616,217.1253984,4.768113862,0,0
09-08-16,218.62,218.94,218.15,218.51,74102880,56.04157106,0.609805634,-0.118459496,0.728265129,218.3365794,215.1883734,78.99906629,73.08558979,219.4294976,217.2026624,4.754354032,0,0
09-09-16,216.97,217.03,213.25,213.28,221589073,32.86124939,0.165276878,-0.450390602,0.615667479,217.4172014,215.1258038,40.69681245,65.7959185,220.4973656,215.5977944,9.660476867,0,0
09-12-16,212.39,216.81,212.31,216.34,168110913,46.74163186,0.059218429,-0.44515924,0.504377669,217.2213466,215.1656135,38.00116212,52.56568029,220.4921983,215.3909617,11.11257832,0,0
09/13/2016,214.84,215.1499,212.5,213.23,182828839,38.11651464,-0.272641819,-0.62161559,0.348973771,216.4956472,215.1021508,24.23357664,34.31051707,220.8638997,214.4332603,12.07746009,0,0
09/14/2016,213.29,214.7,212.5,213.15,134185491,37.92266089,-0.535921024,-0.707915836,0.171994812,215.8873477,215.0381458,27.42775936,29.88749937,221.16773,213.64843,11.99653698,0,0
09/15/2016,212.96,215.73,212.75,215.28,145736123,45.82307234,-0.566172013,-0.59053346,0.024361447,215.7769208,215.0460755,22.81717318,24.82616973,221.0954772,213.4116828,12.58806476,0,0
09/16/2016,213.48,213.69,212.57,213.37,155236354,40.80776169,-0.7357855,-0.608117558,-0.127667942,215.3392989,214.9911222,23.49252291,24.57915182,221.0972221,212.8609379,12.85947135,0,0
09/19/2016,214.13,214.88,213.03,213.41,80250490,40.95351519,-0.857097657,-0.583543772,-0.273553885,214.9885173,214.9392821,24.74674385,23.68547998,221.0534341,212.3917259,12.86949055,0,0
09/20/2016,214.41,214.59,213.38,213.42,69665279,40.99263396,-0.941577578,-0.534418955,-0.407158624,214.7033323,214.8894696,15.77424023,21.33783566,220.9418124,211.9923476,12.87061797,0,0
09/21/2016,214.24,216.03,213.44,215.82,110284425,49.61943968,-0.805582331,-0.318738966,-0.486843365,214.9063628,214.9199788,27.59286059,22.70461489,220.6402642,211.9788958,13.56279915,0,0
09/22/2016,217,217.53,216.71,217.18,76678713,53.74615037,-0.581362894,-0.075615623,-0.505747271,215.3197514,214.9940778,45.77906416,29.71538833,220.5687813,211.9833787,13.67526216,0,0
09/23/2016,216.72,216.88,215.88,215.99,73630921,49.89499739,-0.493995951,0.009401056,-0.503397007,215.4416148,215.026731,58.17655572,43.84949349,220.4342697,211.9468903,13.8054363,0,0
09/26/2016,215.02,215.23,214.01,214.24,89827305,44.80996438,-0.559517624,-0.044896494,-0.51462113,215.2231394,215.0009366,50.55475157,51.50345715,220.3316898,211.7444702,14.06962899,0,0
09/27/2016,214.05,215.68,213.62,215.57,78494829,49.05910966,-0.498379132,0.012993598,-0.511372731,215.2862049,215.0195944,43.37408313,50.7017968,220.0605123,211.7365677,14.14386208,0,0
09/28/2016,215.83,216.82,214.71,216.64,87411015,52.24462695,-0.359442945,0.121543829,-0.480986774,215.5323495,215.0727224,50.74626866,48.22503445,219.8962801,211.7647999,14.27446678,0,0
09/29/2016,216.4,216.87,214.04,214.68,128070615,46.50751237,-0.402846867,0.062511925,-0.465358792,215.3773768,215.0598463,58.34797891,50.8227769,219.7256673,211.6654127,14.58861044,0,0
09/30/2016,215.65,217.12,215.36,216.3,117202914,51.27058012,-0.303031173,0.129862096,-0.432893268,215.5451265,215.1005071,67.87330317,58.98918358,219.6070053,211.6750747,14.87139529,0,0
10-03-16,215.82,216.04,215.04,215.78,83512057,49.73960098,-0.262856128,0.136029712,-0.39888584,215.5878308,215.1227855,61.84554974,62.68894394,219.2766717,211.7464083,14.78099052,0,0
10-04-16,215.91,216.17,213.99,214.68,119948052,46.57152543,-0.316133729,0.066201689,-0.382335418,215.4227706,215.108268,61.18508655,63.63464649,218.7069424,211.8810576,14.79877143,0,0
10-05-16,215.41,216.13,215.33,215.63,72815963,49.55957354,-0.278489301,0.083076894,-0.361566195,215.4604487,215.1253739,56.52173913,59.85079181,218.0905994,212.1594006,14.92109551,0,0
10-06-16,215.37,216.04,214.735,215.78,62927376,50.03472865,-0.233856323,0.102167897,-0.33602422,215.5185489,215.1468371,54.92371706,57.54351425,217.5408344,212.4361656,14.91866818,0,0
10-07-16,216.1,216.3,214.19,215.04,89788255,47.64997004,-0.255253776,0.064616356,-0.319870132,215.43154,215.1433342,54.88611315,55.44385645,217.5055268,212.6474732,12.13225734,0,0
10-10-16,216.155,216.7,215.985,216.16,51855023,51.42367964,-0.179764558,0.112084459,-0.291849017,215.5639873,215.1766675,55.96546311,55.25843111,217.4790047,212.6559953,11.15302423,0,0
10-11-16,215.66,215.74,212.58,213.43,130367373,43.24130054,-0.336349762,-0.035600596,-0.300749166,215.1759896,215.1193997,39.65125095,50.16760907,217.4599263,212.6950737,10.86422756,0,0
10-12-16,213.59,214.32,213.01,213.71,73866117,44.22160844,-0.43286125,-0.105689667,-0.327171583,214.909446,215.0731899,34.60972018,43.40881141,217.4084935,212.8025065,10.87199331,0,0
10/13/2016,212.16,213.59,211.21,213.01,101356960,42.25666533,-0.559383227,-0.185769316,-0.373613912,214.5640922,215.0055443,24.54545455,32.93547522,217.4667493,212.5172507,10.28903063,0,0
10/14/2016,214.15,214.69,213.03,213.12,93346237,42.68763145,-0.643360466,-0.215797244,-0.427563222,214.30153,214.9437232,29.58435208,29.57984227,217.4891731,212.4698269,9.805140521,0,0
10/17/2016,213.09,213.39,212.17,212.38,58275674,40.49786826,-0.760854195,-0.266632778,-0.494221417,213.9521609,214.8596667,27.52397067,27.21792576,217.6013245,212.2546755,9.878707415,0,0
10/18/2016,214.24,214.31,213.27,213.71,76869656,45.8721505,-0.738140117,-0.19513496,-0.543005157,213.9081317,214.8219727,31.47208122,29.52680132,217.5859286,212.2990714,10.14295486,0,0
10/19/2016,214.02,214.64,213.6,214.28,66519224,48.03825579,-0.666462249,-0.098765673,-0.567696575,213.9757441,214.8042031,38.01466441,32.33690543,217.4918623,212.2391377,9.325781481,0,0
10/20/2016,213.87,214.53,213.11,213.88,73639830,46.6280709,-0.634618195,-0.053537296,-0.581080899,213.9583361,214.7739014,47.60254188,39.0297625,217.1319068,212.2690932,9.000479673,0,0
10/21/2016,212.96,214.08,212.76,213.98,89089092,47.04658251,-0.594459826,-0.010703141,-0.583756685,213.962275,214.7478718,50.3848431,45.33401647,216.9754158,212.2245842,8.832926785,0,0
10/24/2016,215,215.32,214.48,214.89,60146592,50.82544532,-0.483629653,0.080101626,-0.563731278,214.1309522,214.7525318,55.37340619,51.12026373,217.0051093,212.2598907,8.495498222,0,0
10/25/2016,214.68,214.98,213.98,214.17,66542329,47.91212428,-0.448721344,0.092007947,-0.540729292,214.1380518,214.7334324,57.13418336,54.29747755,216.9027297,212.2222703,8.269336209,0,0
10/26/2016,213.21,214.42,212.93,213.74,75705478,46.20859138,-0.450559891,0.072135521,-0.522695411,214.0656788,214.7008608,55.67698846,56.06152601,216.5772859,212.2577141,8.047214407,0,0
10/27/2016,214.58,214.62,213.08,213.17,77220213,43.97647617,-0.492335847,0.024287651,-0.516623499,213.9028281,214.6506687,45.23375835,52.68164339,216.5644635,212.1195365,7.460453205,0,0
10/28/2016,213.14,213.93,211.71,212.54,140623183,41.58544306,-0.569712043,-0.042470835,-0.527241207,213.6550412,214.5814664,37.52417795,46.14497492,216.3174824,211.9905176,6.902702301,0,0
10/31/2016,212.93,213.19,212.36,212.55,61272507,41.63968397,-0.623044253,-0.076642436,-0.546401817,213.4541246,214.514861,32.76716207,38.50836612,216.1284108,211.8565892,6.885562105,0,0
11-01-16,212.93,212.99,209.6,211.01,122781818,36.08302008,-0.780577531,-0.187340571,-0.593236959,213.0097383,214.3999475,28.41225627,32.90119876,216.281237,211.336763,7.105236691,0,0
11-02-16,210.65,211.1,209.23,209.74,103330806,32.2597468,-0.99641611,-0.322543321,-0.67387279,212.4152404,214.2471623,20.47738693,27.21893509,216.4150481,210.6139519,7.044197165,0,0
11-03-16,209.99,210.24,208.46,208.78,88939346,29.69813218,-1.230746438,-0.445498918,-0.785247519,211.7542876,214.0679111,11.99785753,20.29583358,216.5378928,209.7911072,7.086599336,0,0
11-04-16,208.91,209.89,208.38,208.55,109122059,29.10189993,-1.418660552,-0.506730427,-0.911930126,211.1716899,213.886996,5.027652086,12.50096552,216.6496982,209.0303018,7.057041822,0,0
11-07-16,211.45,213.19,211.3,213.15,109794861,50.50450655,-1.182768072,-0.216670357,-0.966097715,211.5313826,213.8628322,25.36162006,14.12904322,216.1877766,209.1912234,10.67814193,0,0
11-08-16,212.69,214.77,212.38,214.11,106772138,53.64926153,-0.907891991,0.046564579,-0.95445657,212.0002221,213.870936,51.24879923,27.21269046,216.26288,209.18412,9.8276003,0,0
11-09-16,212.37,217.1,212.34,216.3792,258428972,60.10218474,-0.501168087,0.362630786,-0.863798874,212.7963999,213.9531742,81.85486726,52.82176218,216.7214337,208.9924863,10.49221797,0,0
11-10-16,217.3,218.31,215.22,216.92,172113313,61.4786031,-0.1336577,0.584112939,-0.717770639,213.5461454,214.0504472,87.02305588,73.37557412,217.3043126,208.8006074,10.40769319,0,0
11-11-16,216.08,216.7,215.32,216.42,100552732,59.43697767,0.115914913,0.666948442,-0.551033528,214.0686644,214.1281374,86.00139958,84.95977424,217.7159601,208.7189599,10.46968296,0,0
11/14/2016,217.03,217.27,215.72,216.59,94579982,59.92427836,0.323689298,0.699778261,-0.376088963,214.5270891,214.2088542,83.21584424,85.41343323,218.1389896,208.7169304,10.34949096,0,0
11/15/2016,217.04,218.28,216.8,218.28,91652580,64.49121511,0.617601545,0.794952406,-0.177350862,215.2094365,214.3423344,87.78113461,85.66612614,218.8214866,208.4914334,10.46575301,0,0
11/16/2016,217.56,218.14,217.42,217.87,65617697,62.62662037,0.808129925,0.78838463,0.019745296,215.6931753,214.4579956,92.64853978,87.88183954,219.3151609,208.3567591,10.49739743,0,0
11/17/2016,218.05,219.06,217.92,218.99,69797191,65.55625283,1.037539569,0.814235419,0.223304151,216.292598,214.6065859,98.23182711,92.88716717,220.0137027,208.1692173,10.55218144,0,0
11/18/2016,219.07,219.27,218.29,218.5,86265751,63.22130613,1.166364338,0.75444815,0.411916188,216.6939438,214.7342388,95.93650794,95.60562494,220.542668,208.092252,10.61972849,0,0
11/21/2016,219.17,220.18,219,220.15,72402638,67.42833383,1.385627455,0.778969014,0.606658441,217.3223177,214.9118048,97.39286785,97.18706763,221.3046464,207.8562736,10.81201668,0,0
11/22/2016,220.51,220.79,219.73,220.58,67428957,68.4414637,1.575926165,0.775414179,0.800511986,217.9146235,215.0976472,97.12250712,96.8172943,222.109913,207.692007,10.67862564,0,0
11/23/2016,219.98,220.76,219.75,220.7,56620237,68.7337433,1.716633973,0.73289759,0.983736384,218.4210556,215.2813309,99.09885309,97.87140935,222.8608451,207.6370749,10.60662988,0,0
