Date,Close,Open,Volume,Predictions
2019-10-09,244.52999900000003,241.32000699999998,6894400,237.40571431566545
2019-10-10,244.74000499999997,245.27999900000003,6283300,240.7090253620916
2019-10-11,247.88999900000002,247.149994,8475400,243.17716477186508
2019-10-14,256.959991,247.899994,10205000,245.85818048669879
2019-10-15,257.890015,257.700012,6432800,251.40577562904377
2019-10-16,259.75,257.390015,6684100,254.4584797923211
2019-10-17,261.97000099999997,262.5,4769300,256.87069443220037
2019-10-18,256.950012,260.700012,5749800,262.00751415041947
2019-10-21,253.5,258.329987,5020300,259.0306120181073
2019-10-22,255.580002,254.32000699999998,4600800,255.60572229732065
2019-10-23,254.67999300000002,254.5,5261100,253.85370400451643
2019-10-24,299.679993,298.369995,29720900,253.66383674764128
2019-10-25,328.130005,297.72000099999997,30006100,302.68352736750484
2019-10-28,327.709991,327.540009,18870300,319.2008566694666
2019-10-29,316.22000099999997,319.98999,12684300,326.271395145571
2019-10-30,315.01001,313.0,9641800,313.4547161662705
2019-10-31,314.920013,313.100006,5067000,314.1604832115565
2019-11-01,313.309998,316.320007,6383900,318.44557756123424
2019-11-04,317.47000099999997,314.799988,8787000,311.53982363886007
2019-11-05,317.22000099999997,319.619995,6943400,314.4117221333746
2019-11-06,326.579987,318.0,7940900,314.5617354462947
2019-11-07,335.540009,329.140015,14467300,319.73361555676365
2019-11-08,337.140015,334.5,6069200,329.9510390594263
2019-11-11,345.089996,343.950012,9986700,334.79174511030834
2019-11-12,349.929993,346.899994,7359400,338.6971191493519
2019-11-13,346.109985,355.0,8420100,345.56956676432236
2019-11-14,349.350006,346.109985,6464900,345.1627327049319
2019-11-15,352.170013,350.640015,4809000,345.96512354947896
2019-11-18,349.98999,352.920013,4400400,345.27949652291295
2019-11-19,359.519989,351.75,7724800,348.26959335014107
2019-11-20,352.22000099999997,360.0,6725100,353.6306447647932
2019-11-21,354.829987,354.51001,6110000,353.2625284000647
2019-11-22,333.040009,340.160004,16870600,351.1169204536926
2019-11-25,336.339996,344.320007,12339500,332.27956893886955
2019-11-26,328.920013,335.269989,7947400,328.3065028481902
2019-11-27,331.290009,331.119995,5555600,333.7183162000111
2019-11-29,329.940002,331.109985,2465600,329.3902574239384
2019-12-02,334.869995,329.399994,6074500,332.00537778133105
2019-12-03,336.200012,332.619995,6573700,331.30399949893956
2019-12-04,333.02999900000003,337.75,5533000,332.8998048186183
2019-12-05,330.369995,332.829987,3724600,330.89304653586163
2019-12-06,335.890015,335.0,7612400,330.9961043467448
2019-12-09,339.52999900000003,336.589996,9023100,333.9327690509654
2019-12-10,348.839996,339.959991,8828300,334.884690302483
2019-12-11,352.700012,351.880005,6897800,338.1055877673698
2019-12-12,359.679993,354.920013,7763900,344.77694766369586
2019-12-13,358.390015,361.049988,6570900,352.4160510829458
2019-12-16,381.5,362.549988,18174200,356.6967850759613
2019-12-17,378.98999,378.98999,8496800,372.28800018847477
2019-12-18,393.149994,380.630005,14121000,377.57026691776736
2019-12-19,404.040009,397.320007,18107100,383.3277841170105
2019-12-20,405.589996,410.290009,14752700,400.22227716869696
2019-12-23,419.22000099999997,411.77999900000003,13319600,400.2868445347767
2019-12-24,425.25,418.359985,8054700,413.2380412272628
2019-12-26,430.94000199999994,427.910004,10633900,417.863996161751
2019-12-27,430.380005,435.0,9945700,421.40142427346007
2019-12-30,414.700012,428.790009,12586400,427.2980183861773
2019-12-31,418.329987,405.0,10285700,415.07458936591473
2020-01-02,430.26000999999997,424.5,9532100,410.53643809554995
2020-01-03,443.01000999999997,440.5,17778500,414.44084632269437
2020-01-06,451.540009,440.47000099999997,10133000,437.8858449552708
2020-01-07,469.05999800000006,461.39999400000005,17882100,443.96136992541716
2020-01-08,492.14001500000006,473.700012,31144300,457.92539083153036
2020-01-09,481.339996,497.10000599999995,28440400,485.5811873131326
2020-01-10,478.14999400000005,481.790009,12959500,482.6978411069902
2020-01-13,524.8599849999999,493.5,26517600,488.4131466449951
2020-01-14,537.919983,544.26001,28996200,500.37671545192825
2020-01-15,518.5,529.76001,17368800,535.0682243688017
2020-01-16,513.48999,493.75,21736700,537.5165859393173
2020-01-17,510.5,507.60998499999994,13629100,507.90141277048025
2020-01-21,547.200012,530.25,17803500,506.1447145509002
2020-01-22,569.5599980000001,571.8900150000001,31369000,521.4013610590636
2020-01-23,572.200012,564.25,19651000,562.9520092710623
2020-01-24,564.820007,570.630005,14353600,567.2692452726183
2020-01-27,558.02002,541.98999,13608100,570.0890467370447
2020-01-28,566.900024,568.48999,11788500,537.2500786676234
2020-01-29,580.98999,575.6900019999999,17801500,536.5856568934896
2020-01-30,640.8099980000001,632.419983,29005700,552.0137634199803
2020-01-31,650.570007,640.0,15719300,608.2571376159823
2020-02-03,780.0,673.6900019999999,47233500,628.7180047301192
2020-02-04,887.0599980000001,882.9600220000001,60938800,728.8152612676759
2020-02-05,734.700012,823.26001,48423800,852.5979751944587
2020-02-06,748.960022,699.919983,39880800,854.4127357529158
2020-02-07,748.070007,730.549988,17063500,749.7814468486818
2020-02-10,771.280029,800.0,24689200,713.4824860568755
2020-02-11,774.380005,768.789978,11697500,712.5617264422208
2020-02-12,767.289978,777.869995,12022500,743.208471938021
2020-02-13,804.0,741.840027,26289300,692.1751984380842
2020-02-14,800.030029,787.219971,15693700,705.7346861896254
2020-02-18,858.400024,841.599976,16381700,709.7849604197702
2020-02-19,917.419983,923.5,25423000,759.493083181642
2020-02-20,899.409973,911.9500119999999,17634900,803.2854376239758
2020-02-21,901.0,906.9799800000001,14314800,813.6984806455598
2020-02-24,833.789978,839.0,15192200,792.2606947954573
2020-02-25,799.909973,849.0,17290500,746.1719237193262
2020-02-26,778.799988,782.5,14085500,705.9375635009064
2020-02-27,679.0,730.0,24149300,691.740867145801
2020-02-28,667.98999,629.700012,24564200,643.7647291813845
2020-03-02,743.619995,711.26001,20195000,612.5233560242785
2020-03-03,745.51001,805.0,25784000,639.6019094587593
2020-03-04,749.5,763.960022,15049000,714.0037404200799
2020-03-05,724.539978,723.77002,10852700,724.545350049177
2020-03-06,703.47998,690.0,12662900,679.4337533651023
2020-03-09,608.0,605.3900150000001,17073700,638.0389985561155
2020-03-10,645.330017,659.429993,15594400,579.9297041772352
2020-03-11,634.22998,640.200012,13322500,554.340517909903
2020-03-12,560.549988,580.8900150000001,18909100,597.7966561864117
2020-03-13,546.619995,595.0,22640300,547.0349462675232
2020-03-16,445.07000700000003,469.5,20489500,527.8563364806371
2020-03-17,430.200012,440.01000999999997,23994600,502.5740795536006
2020-03-18,361.22000099999997,389.0,23786200,437.5068774097933
2020-03-19,427.64001500000006,374.700012,30195500,400.8871534425479
2020-03-20,427.52999900000003,438.200012,28285500,398.54250302625894
2020-03-23,434.290009,433.60000599999995,16454500,422.0235775738909
2020-03-24,505.0,477.299988,22895200,429.4351612753159
2020-03-25,539.25,545.25,21222700,466.53049079041597
2020-03-26,528.159973,547.3900150000001,17380700,520.8793681338186
2020-03-27,514.3599849999999,505.0,14377400,535.4600315312911
2020-03-30,502.130005,510.26000999999997,11998100,515.5786231503971
2020-03-31,524.0,501.25,17771500,496.57116091328254
2020-04-01,481.55999800000006,504.0,13353200,503.2798323957704
2020-04-02,454.47000099999997,481.02999900000003,19858400,495.5671994441415
2020-04-03,480.01000999999997,509.5,22562100,465.3493312440177
2020-04-06,516.23999,511.200012,14901800,466.158511178091
2020-04-07,545.450012,545.0,17919800,486.9472430257488
2020-04-08,548.840027,554.200012,12656000,519.7011628355823
2020-04-09,573.0,562.090027,13650000,541.0231080702545
2020-04-13,650.950012,590.159973,22475400,539.2295101548813
2020-04-14,709.8900150000001,698.969971,30576500,601.5925241998339
2020-04-15,729.830017,742.0,23577000,671.5795437515545
2020-04-16,745.210022,716.9400019999999,20657900,707.842315003376
2020-04-17,753.8900150000001,772.280029,13128200,703.3674812248686
2020-04-20,746.3599849999999,732.700012,14746600,700.1924030127255
2020-04-21,686.719971,730.119995,20209100,671.0034085474938
2020-04-22,732.1099849999999,703.97998,14224800,644.3536471899924
2020-04-23,705.630005,727.599976,13236700,627.2830354978772
2020-04-24,725.150024,710.8099980000001,13237600,652.9728366401124
2020-04-27,798.75,737.6099849999999,20681400,642.7164255835806
2020-04-28,769.119995,795.6400150000001,15222000,694.2549323316895
2020-04-29,800.51001,790.169983,16216000,708.35709274561
2020-04-30,781.880005,855.1900019999999,28400100,707.9674728630098
2020-05-01,701.320007,755.0,32531800,725.6826787790943
2020-05-04,761.1900019999999,701.0,19237100,702.7661212865013
2020-05-05,768.210022,789.789978,16991700,679.5605019737465
2020-05-06,782.580017,776.5,11123200,710.5916974178633
2020-05-07,780.039978,777.210022,11527700,718.8616606477523
2020-05-08,819.419983,793.77002,16130100,682.195577709349
2020-05-11,811.289978,790.51001,16519600,698.6892588228983
2020-05-12,809.409973,827.0,15906900,706.2686097324479
2020-05-13,790.960022,820.830017,19065500,710.326383207927
2020-05-14,803.330017,780.0,13682200,702.8124234451947
2020-05-15,799.169983,790.349976,10518400,701.5572088511193
2020-05-18,813.630005,827.780029,11698100,700.2984150717708
2020-05-19,808.01001,815.169983,9636500,697.6985062517894
2020-05-20,815.5599980000001,820.5,7309300,693.7603798268725
2020-05-21,827.599976,816.0,12254600,681.4711051600755
2020-05-22,816.880005,822.169983,9987500,686.6983064080017
2020-05-26,818.869995,834.5,8089700,686.6353013846999
2020-05-27,820.22998,820.8599849999999,11549500,690.9762281840168
2020-05-28,805.8099980000001,813.51001,7255600,683.8696706053215
2020-05-29,835.0,808.75,11812500,680.4965441413931
2020-06-01,898.099976,858.0,14939500,688.2278115814287
2020-06-02,881.5599980000001,894.7000119999999,13565600,730.8123898376735
2020-06-03,882.9600220000001,888.1199949999999,7949500,754.7245857733358
2020-06-04,864.3800050000001,889.8800050000001,8887700,752.3076130895417
2020-06-05,885.659973,877.840027,7811900,724.0997698888922
2020-06-08,949.919983,919.0,14174700,718.5398180354848
2020-06-09,940.669983,940.01001,11388200,766.0012918825967
2020-06-10,1025.050049,991.8800050000001,18563400,776.4669432464508
2020-06-11,972.840027,990.2000119999999,15916500,835.2233600039775
2020-06-12,935.2800289999999,980.0,16730200,840.0200932072171
2020-06-15,990.900024,917.7899779999999,15697200,808.4884367619592
2020-06-16,982.1300050000001,1011.849976,14051100,793.3577434879346
2020-06-17,991.7899779999999,987.7100220000001,9869400,811.1488508567976
2020-06-18,1003.9600220000001,1003.0,9751900,818.9815853587061
2020-06-19,1000.900024,1012.7800289999999,8679700,807.8179360541075
2020-06-22,994.320007,999.9500119999999,6362400,803.9975250559546
2020-06-23,1001.7800289999999,998.8800050000001,6365300,790.5681946609367
2020-06-24,960.849976,994.1099849999999,10959600,780.3049092961818
2020-06-25,985.9799800000001,954.2700199999999,9254500,768.5759191558069
2020-06-26,959.73999,994.7800289999999,8854900,766.0937825750541
2020-06-29,1009.349976,969.01001,9026400,778.0865529888197
2020-06-30,1079.810059,1006.5,16918500,783.3370473472543
2020-07-01,1119.630005,1083.0,13326900,850.72924279458
2020-07-02,1208.660034,1221.47998,17250100,881.9638268621599
2020-07-06,1371.579956,1276.689941,20569900,960.6067083099349
2020-07-07,1389.859985,1405.01001,21489700,1050.5548157242274
2020-07-08,1365.880005,1405.0,16311300,1093.880285332031
2020-07-09,1394.280029,1396.98999,11717600,1094.3792123966264
2020-07-10,1544.650024,1396.0,23337600,1075.794718958864
2020-07-13,1497.060059,1659.0,38985400,1140.485822586659
2020-07-14,1516.800049,1556.0,23418100,1230.7087887049495
2020-07-15,1546.01001,1543.0,16367800,1243.5172724862236
2020-07-16,1500.640015,1477.160034,14300800,1220.7860372533335
2020-07-17,1500.839966,1513.449951,9330000,1174.1474351442766
2020-07-20,1643.0,1519.01001,17121400,1129.547605141809
2020-07-21,1568.359985,1639.930054,16157300,1179.179769638438
2020-07-22,1592.329956,1599.0,14161100,1204.3775748367657
2020-07-23,1513.069946,1678.949951,24328500,1188.746761436388
2020-07-24,1417.0,1416.01001,19396600,1167.3311892599654
2020-07-27,1539.599976,1435.0,16048700,1148.2203851496445
2020-07-28,1476.48999,1504.0,15808700,1114.8305634229337
2020-07-29,1499.109985,1501.0,9426900,1150.8001255446734
2020-07-30,1487.48999,1488.0,7621000,1139.9074716964767
2020-07-31,1430.76001,1515.0,12247000,1104.554438441167
2020-08-03,1485.0,1449.199951,8809300,1073.394676389537
2020-08-04,1487.0,1495.01001,8415000,1062.6466102638856
2020-08-05,1485.02002,1492.98999,4978000,1084.3799913675853
2020-08-06,1489.579956,1490.829956,5992300,1085.727185341936
2020-08-07,1452.709961,1499.540039,8883500,1070.6650647127494
2020-08-10,1418.569946,1448.0,7522300,1061.1310809567638
2020-08-11,1374.390015,1396.0,8625800,1047.4894991937967
2020-08-12,1554.76001,1470.0,21898800,1023.6338316604657
2020-08-13,1621.0,1611.0,20425300,1122.792830344254
2020-08-14,1650.709961,1664.98999,12577600,1199.843940157341
2020-08-17,1835.640015,1677.0,20242300,1241.440549653245
2020-08-18,1887.089966,1898.9899899999998,16474500,1309.7249280455042
2020-08-19,1878.530029,1865.0,12205300,1370.9062712318769
2020-08-20,2001.8299559999998,1860.680054,20611800,1360.762973792472
2020-08-21,2049.97998,2044.7600100000002,21428800,1396.9369471620387
2020-08-24,2042.75,2126.27,13283896,1447.6027576405904
