Date,Close,Open,Volume,Predictions
2019-04-22,262.75,269.0,12147100,271.2432169129431
2019-04-23,263.899994,260.149994,10943900,269.0253886571487
2019-04-24,258.660004,263.850006,10727500,264.6168898720728
2019-04-25,247.63000499999998,255.0,21849400,261.86088408462905
2019-04-26,235.13999900000002,246.5,22360700,257.06271220038224
2019-04-29,241.47000099999997,235.86000099999998,16714500,248.91809131945507
2019-04-30,238.690002,242.059998,9464600,242.18690208246238
2019-05-01,234.00999500000003,238.850006,10704400,243.05771861072773
2019-05-02,244.100006,245.520004,18159300,240.27548288986432
2019-05-03,255.02999900000003,243.86000099999998,23706800,241.32606112799823
2019-05-06,255.33999599999999,250.020004,10833900,246.63497232179517
2019-05-07,247.059998,256.799988,10131400,253.33271785426325
2019-05-08,244.83999599999999,246.940002,6176400,250.08949842554895
2019-05-09,241.979996,242.0,6711400,251.48449647492498
2019-05-10,239.520004,239.75,7008300,243.7877335468471
2019-05-13,227.00999500000003,232.00999500000003,10834800,242.01149165027928
2019-05-14,232.309998,229.30000299999998,7252400,235.99526408627258
2019-05-15,231.94999700000002,229.32000699999998,7296000,230.4413292095197
2019-05-16,228.330002,229.49000499999997,7483300,231.95603414451034
2019-05-17,211.02999900000003,221.960007,17786700,230.77268799551086
2019-05-20,205.360001,202.800003,20526200,224.1195844144373
2019-05-21,205.080002,197.759995,18003900,213.89490176377367
2019-05-22,192.729996,199.100006,18685200,204.58091635999673
2019-05-23,195.490005,194.33999599999999,26547100,201.59295510704243
2019-05-24,190.630005,199.830002,14136600,197.9467929802652
2019-05-28,188.699997,191.199997,10312900,191.62994966574917
2019-05-29,189.860001,187.100006,11968600,190.0486917587545
2019-05-30,188.220001,188.75,7926500,190.79231073081115
2019-05-31,185.16000400000001,185.100006,10406700,188.65512855218552
2019-06-03,178.970001,185.509995,13064400,185.96016651574237
2019-06-04,193.600006,181.100006,13807500,184.94829666852277
2019-06-05,196.58999599999999,198.679993,13510800,185.24240348299023
2019-06-06,205.949997,204.440002,20242200,192.85006950533668
2019-06-07,204.5,205.0,16003500,201.15336817789282
2019-06-10,212.88000499999998,210.25,10585000,203.95554425806685
2019-06-11,217.100006,219.13999900000002,11653500,208.89788008539844
2019-06-12,209.259995,222.94999700000002,15186200,214.69137976946556
2019-06-13,213.91000400000001,210.38000499999998,8168300,217.14864337307282
2019-06-14,214.919998,211.25,7433400,214.62672913291246
2019-06-17,225.02999900000003,215.479996,12316800,213.6097672119717
2019-06-18,224.74000499999997,228.72000099999997,12715800,217.88234071278714
2019-06-19,226.42999300000002,225.11000099999998,6575100,222.95961289763247
2019-06-20,219.61999500000002,223.0,11863500,228.01727916021238
2019-06-21,221.86000099999998,216.22000099999997,8202100,222.50744682026487
2019-06-24,223.63999900000002,223.24000499999997,5750800,221.62886272191636
2019-06-25,219.75999500000003,224.38999900000002,6182100,222.59802531806773
2019-06-26,219.270004,220.309998,8507200,223.05695925048
2019-06-27,222.83999599999999,219.44999700000002,6339700,220.52826996308048
2019-06-28,223.460007,220.99000499999997,6851400,219.74075343176227
2019-07-01,227.169998,230.210007,8238000,222.48243955991387
2019-07-02,224.55000299999998,228.88999900000002,9259000,224.91229371019995
2019-07-03,234.899994,239.38999900000002,14201100,226.8346594228596
2019-07-05,233.100006,234.57000699999998,7065700,231.51147021675186
2019-07-08,230.33999599999999,231.24000499999997,5880500,233.35157160847544
2019-07-09,230.059998,228.97000099999997,6190800,231.1560535400865
2019-07-10,238.919998,234.149994,9145700,230.90271568026375
2019-07-11,238.600006,238.13999900000002,7514400,232.6078483495982
2019-07-12,245.080002,239.75,9200500,236.39994010321522
2019-07-15,253.5,248.0,11000100,241.16673244276507
2019-07-16,252.38000499999998,249.30000299999998,8149000,245.639853095616
2019-07-17,254.86000099999998,255.669998,9764700,251.74961514937382
2019-07-18,253.539993,255.05000299999998,4764500,252.97689841470466
2019-07-19,258.179993,255.690002,7048400,254.64635779921286
2019-07-22,255.67999300000002,258.75,6842400,254.75022747249133
2019-07-23,260.170013,256.709991,5023100,255.5898658375063
2019-07-24,264.880005,259.170013,11072800,257.64451039180403
2019-07-25,228.82000699999998,233.5,22418300,259.6909774209309
2019-07-26,228.039993,226.919998,10027700,250.88062543851692
2019-07-29,235.770004,227.08999599999999,9273300,233.71907836413132
